"INDICATIVO";"A.O";"MES";"NOMBRE";"ALTITUD";"C_X";"C_Y";"NOM_PROV";"T_MAX";"D1MAX";"D2MAX";"T_MIN";"D1MIN";"D2MIN";"TM_MAX";"TM_MIN";"TM_MES"
"2465";1998;3;"SEGOVIA";1005;405190;4533294;"SEGOVIA";216;27;NA;-22;15;NA;165;48;107
"2465";1998;4;"SEGOVIA";1005;405190;4533294;"SEGOVIA";230;25;NA;-20;12;NA;122;34;78
"2465";1998;5;"SEGOVIA";1005;405190;4533294;"SEGOVIA";244;18;NA;10;5;6;174;78;126
"2465";1998;6;"SEGOVIA";1005;405190;4533294;"SEGOVIA";330;20;30;28;12;NA;256;125;191
"2465";1998;7;"SEGOVIA";1005;405190;4533294;"SEGOVIA";354;18;NA;86;2;NA;300;142;221
"2465";1998;8;"SEGOVIA";1005;405190;4533294;"SEGOVIA";365;11;NA;62;3;NA;306;159;233
"2465";1998;9;"SEGOVIA";1005;405190;4533294;"SEGOVIA";318;9;NA;62;26;NA;235;122;179
"2465";1998;10;"SEGOVIA";1005;405190;4533294;"SEGOVIA";234;14;NA;14;20;NA;172;67;120
"2465";1998;11;"SEGOVIA";1005;405190;4533294;"SEGOVIA";182;8;NA;-26;21;NA;113;27;70
"2465";1998;12;"SEGOVIA";1005;405190;4533294;"SEGOVIA";154;27;NA;-48;22;NA;89;-1;44
"2465";1999;1;"SEGOVIA";1005;405190;4533294;"SEGOVIA";193;5;NA;-93;12;NA;82;0;41
"2465";1999;2;"SEGOVIA";1005;405190;4533294;"SEGOVIA";152;20;NA;-94;1;NA;88;-9;39
"2465";1999;3;"SEGOVIA";1005;405190;4533294;"SEGOVIA";193;23;NA;-18;20;NA;128;22;75
"2465";1999;4;"SEGOVIA";1005;405190;4533294;"SEGOVIA";240;6;NA;-20;18;NA;160;43;102
"2465";1999;5;"SEGOVIA";1005;405190;4533294;"SEGOVIA";285;31;NA;38;19;NA;204;90;147
"2465";1999;6;"SEGOVIA";1005;405190;4533294;"SEGOVIA";326;30;NA;38;6;NA;261;109;185
"2465";1999;7;"SEGOVIA";1005;405190;4533294;"SEGOVIA";358;1;NA;102;6;NA;308;153;230
"2465";1999;8;"SEGOVIA";1005;405190;4533294;"SEGOVIA";354;24;NA;112;20;NA;294;147;220
"2465";1999;9;"SEGOVIA";1005;405190;4533294;"SEGOVIA";298;11;NA;66;30;NA;234;122;178
"2465";1999;10;"SEGOVIA";1005;405190;4533294;"SEGOVIA";236;2;NA;17;4;NA;174;83;129
"2465";1999;11;"SEGOVIA";1005;405190;4533294;"SEGOVIA";220;1;NA;-45;26;NA;90;8;49
"2465";1999;12;"SEGOVIA";1005;405190;4533294;"SEGOVIA";142;2;NA;-56;30;NA;89;8;49
"2465";2000;1;"SEGOVIA";1005;405190;4533294;"SEGOVIA";193;31;NA;-94;22;NA;71;-22;24
"2465";2000;2;"SEGOVIA";1005;405190;4533294;"SEGOVIA";190;27;NA;-6;17;NA;138;31;85
"2465";2000;3;"SEGOVIA";1005;405190;4533294;"SEGOVIA";230;11;NA;-30;29;NA;150;27;88
"2465";2000;4;"SEGOVIA";1005;405190;4533294;"SEGOVIA";192;7;NA;-8;5;6;127;38;83
"2465";2000;5;"SEGOVIA";1005;405190;4533294;"SEGOVIA";294;31;NA;42;2;NA;207;95;152
"2465";2000;6;"SEGOVIA";1005;405190;4533294;"SEGOVIA";343;26;NA;48;11;NA;270;124;197
"2465";2000;7;"SEGOVIA";1005;405190;4533294;"SEGOVIA";358;31;NA;80;12;NA;281;132;207
"2465";2000;8;"SEGOVIA";1005;405190;4533294;"SEGOVIA";353;10;NA;62;5;NA;290;137;214
"2465";2000;9;"SEGOVIA";1005;405190;4533294;"SEGOVIA";332;8;99;60;20;21;257;119;188
"2465";2000;10;"SEGOVIA";1005;405190;4533294;"SEGOVIA";256;4;NA;19;15;NA;172;70;121
"2465";2000;11;"SEGOVIA";1005;405190;4533294;"SEGOVIA";196;28;NA;-12;15;NA;103;33;68
"2465";2000;12;"SEGOVIA";1005;405190;4533294;"SEGOVIA";187;12;NA;-20;16;NA;106;40;73
"2465";2001;1;"SEGOVIA";1005;405190;4533294;"SEGOVIA";148;5;23;-29;30;NA;86;25;56
"2465";2001;2;"SEGOVIA";1005;405190;4533294;"SEGOVIA";168;12;NA;-42;26;NA;99;15;57
"2465";2001;3;"SEGOVIA";1005;405190;4533294;"SEGOVIA";212;23;NA;-12;1;NA;142;61;102
"2465";2001;4;"SEGOVIA";1005;405190;4533294;"SEGOVIA";206;1;NA;-16;20;NA;154;38;96
"2465";2001;5;"SEGOVIA";1005;405190;4533294;"SEGOVIA";332;31;NA;-5;6;NA;201;81;141
"2465";2001;6;"SEGOVIA";1005;405190;4533294;"SEGOVIA";352;22;NA;38;11;NA;280;127;204
"2465";2001;7;"SEGOVIA";1005;405190;4533294;"SEGOVIA";348;1;NA;70;19;20;275;136;206
"2465";2001;8;"SEGOVIA";1005;405190;4533294;"SEGOVIA";356;24;NA;114;17;NA;298;156;227
"2465";2001;9;"SEGOVIA";1005;405190;4533294;"SEGOVIA";292;4;NA;38;18;NA;240;107;174
"2465";2001;10;"SEGOVIA";1005;405190;4533294;"SEGOVIA";261;30;NA;36;10;NA;197;97;147
"2465";2001;11;"SEGOVIA";1005;405190;4533294;"SEGOVIA";166;2;NA;-66;11;NA;97;3;50
"2465";2001;12;"SEGOVIA";1005;405190;4533294;"SEGOVIA";147;4;NA;-105;15;NA;83;-23;30
"2465";2002;1;"SEGOVIA";1005;405190;4533294;"SEGOVIA";192;29;NA;-18;8;NA;105;26;66
"2465";2002;2;"SEGOVIA";1005;405190;4533294;"SEGOVIA";180;13;NA;-42;16;NA;117;15;66
"2465";2002;3;"SEGOVIA";1005;405190;4533294;"SEGOVIA";222;24;NA;-28;3;NA;135;38;87
"2465";2002;4;"SEGOVIA";1005;405190;4533294;"SEGOVIA";251;25;NA;-20;11;NA;165;46;106
"2465";2002;5;"SEGOVIA";1005;405190;4533294;"SEGOVIA";294;30;NA;-13;6;NA;183;67;125
"2465";2002;6;"SEGOVIA";1005;405190;4533294;"SEGOVIA";350;22;NA;36;9;NA;272;132;202
"2465";2002;7;"SEGOVIA";1005;405190;4533294;"SEGOVIA";342;28;NA;56;15;NA;283;134;209
"2465";2002;8;"SEGOVIA";1005;405190;4533294;"SEGOVIA";334;14;NA;72;1;NA;271;129;200
"2465";2002;9;"SEGOVIA";1005;405190;4533294;"SEGOVIA";276;1;NA;16;25;NA;227;107;167
"2465";2002;10;"SEGOVIA";1005;405190;4533294;"SEGOVIA";242;29;NA;24;10;NA;176;82;129
"2465";2002;11;"SEGOVIA";1005;405190;4533294;"SEGOVIA";188;10;NA;4;26;NA;117;43;80
"2465";2002;12;"SEGOVIA";1005;405190;4533294;"SEGOVIA";163;17;NA;-16;9;NA;102;36;69
"2465";2003;1;"SEGOVIA";1005;405190;4533294;"SEGOVIA";142;1;NA;-87;13;NA;65;-3;31
"2465";2003;2;"SEGOVIA";1005;405190;4533294;"SEGOVIA";128;23;NA;-75;17;NA;81;0;40
"2465";2003;3;"SEGOVIA";1005;405190;4533294;"SEGOVIA";228;12;NA;13;20;NA;153;52;103
"2465";2003;4;"SEGOVIA";1005;405190;4533294;"SEGOVIA";205;28;NA;-21;5;NA;155;52;104
"2465";2003;5;"SEGOVIA";1005;405190;4533294;"SEGOVIA";300;30;NA;2;7;NA;209;79;144
"2465";2003;6;"SEGOVIA";1005;405190;4533294;"SEGOVIA";353;22;NA;106;5;NA;298;153;226
"2465";2003;7;"SEGOVIA";1005;405190;4533294;"SEGOVIA";372;11;NA;100;1;17;303;149;226
"2465";2003;8;"SEGOVIA";1005;405190;4533294;"SEGOVIA";383;3;NA;120;29;NA;322;177;250
"2465";2003;9;"SEGOVIA";1005;405190;4533294;"SEGOVIA";294;13;NA;62;10;NA;254;127;191
"2465";2003;10;"SEGOVIA";1005;405190;4533294;"SEGOVIA";228;11;NA;-6;24;NA;158;72;115
"2465";2003;11;"SEGOVIA";1005;405190;4533294;"SEGOVIA";198;7;NA;1;27;NA;124;44;84
"2465";2003;12;"SEGOVIA";1005;405190;4533294;"SEGOVIA";160;20;NA;-28;4;NA;87;12;50
"2465";2004;1;"SEGOVIA";1005;405190;4533294;"SEGOVIA";130;8;NA;-55;22;NA;87;15;51
"2465";2004;2;"SEGOVIA";1005;405190;4533294;"SEGOVIA";196;5;NA;-54;19;NA;106;11;59
"2465";2004;3;"SEGOVIA";1005;405190;4533294;"SEGOVIA";196;20;NA;-85;2;NA;111;19;66
"2465";2004;4;"SEGOVIA";1005;405190;4533294;"SEGOVIA";230;25;26;-32;9;NA;144;33;89
"2465";2004;5;"SEGOVIA";1005;405190;4533294;"SEGOVIA";253;31;NA;-10;8;NA;171;69;120
"2465";2004;6;"SEGOVIA";1005;405190;4533294;"SEGOVIA";354;27;NA;63;15;NA;280;131;206
"2465";2004;7;"SEGOVIA";1005;405190;4533294;"SEGOVIA";352;24;NA;66;9;NA;296;142;219
"2465";2004;8;"SEGOVIA";1005;405190;4533294;"SEGOVIA";353;1;NA;76;21;NA;284;146;215
"2465";2004;9;"SEGOVIA";1005;405190;4533294;"SEGOVIA";298;1;NA;45;26;NA;266;120;193
"2465";2004;10;"SEGOVIA";1005;405190;4533294;"SEGOVIA";294;2;3;30;13;NA;189;91;140
"2465";2004;11;"SEGOVIA";1005;405190;4533294;"SEGOVIA";164;3;NA;-62;19;NA;112;9;61
"2465";2004;12;"SEGOVIA";1005;405190;4533294;"SEGOVIA";134;11;NA;-56;27;NA;73;2;37
"2465";2005;1;"SEGOVIA";1005;405190;4533294;"SEGOVIA";152;15;NA;-116;28;NA;79;-21;29
"2465";2005;2;"SEGOVIA";1005;405190;4533294;"SEGOVIA";146;12;NA;-114;28;NA;61;-33;14
"2465";2005;3;"SEGOVIA";1005;405190;4533294;"SEGOVIA";210;19;NA;-132;1;NA;136;24;80
"2465";2005;4;"SEGOVIA";1005;405190;4533294;"SEGOVIA";270;29;NA;-30;10;NA;164;50;107
"2465";2005;5;"SEGOVIA";1005;405190;4533294;"SEGOVIA";326;26;NA;25;18;NA;224;95;160
"2465";2005;6;"SEGOVIA";1005;405190;4533294;"SEGOVIA";346;22;NA;104;7;NA;293;146;220
"2465";2005;7;"SEGOVIA";1005;405190;4533294;"SEGOVIA";364;21;NA;93;30;NA;306;150;228
"2465";2005;8;"SEGOVIA";1005;405190;4533294;"SEGOVIA";375;7;NA;56;22;NA;301;147;224
"2465";2005;9;"SEGOVIA";1005;405190;4533294;"SEGOVIA";326;3;NA;16;18;NA;245;106;176
"2465";2005;10;"SEGOVIA";1005;405190;4533294;"SEGOVIA";260;1;6;32;3;4;193;87;140
"2465";2005;11;"SEGOVIA";1005;405190;4533294;"SEGOVIA";179;2;NA;-22;26;NA;99;25;62
"2465";2005;12;"SEGOVIA";1005;405190;4533294;"SEGOVIA";110;22;NA;-46;16;NA;74;-1;37
"2465";2006;1;"SEGOVIA";1005;405190;4533294;"SEGOVIA";104;24;NA;-70;28;NA;60;-5;27
"2465";2006;2;"SEGOVIA";1005;405190;4533294;"SEGOVIA";160;13;NA;-86;28;NA;84;-8;38
"2465";2006;3;"SEGOVIA";1005;405190;4533294;"SEGOVIA";202;31;NA;-92;1;NA;130;38;84
"2465";2006;4;"SEGOVIA";1005;405190;4533294;"SEGOVIA";227;24;NA;-17;11;NA;169;56;113
"2465";2006;5;"SEGOVIA";1005;405190;4533294;"SEGOVIA";320;17;NA;24;31;NA;232;97;165
"2465";2006;6;"SEGOVIA";1005;405190;4533294;"SEGOVIA";338;7;NA;35;1;NA;283;140;211
"2465";2006;7;"SEGOVIA";1005;405190;4533294;"SEGOVIA";360;10;NA;114;6;NA;312;173;243
"2465";2006;8;"SEGOVIA";1005;405190;4533294;"SEGOVIA";338;31;NA;67;13;NA;280;126;203
"2465";2006;9;"SEGOVIA";1005;405190;4533294;"SEGOVIA";356;4;NA;66;16;NA;259;136;198
"2465";2006;10;"SEGOVIA";1005;405190;4533294;"SEGOVIA";274;29;NA;48;12;NA;205;106;155
"2465";2006;11;"SEGOVIA";1005;405190;4533294;"SEGOVIA";194;1;NA;17;30;NA;146;67;107
"2465";2006;12;"SEGOVIA";1005;405190;4533294;"SEGOVIA";134;31;NA;-56;14;NA;83;3;43
"2465";2007;1;"SEGOVIA";1005;405190;4533294;"SEGOVIA";172;19;NA;-118;27;NA;89;6;48
"2465";2007;2;"SEGOVIA";1005;405190;4533294;"SEGOVIA";172;15;NA;-34;2;NA;109;32;71
"2465";2007;3;"SEGOVIA";1005;405190;4533294;"SEGOVIA";190;4;NA;-45;22;NA;118;16;67
"2465";2007;4;"SEGOVIA";1005;405190;4533294;"SEGOVIA";240;24;NA;-12;4;5;153;53;103
"2465";2007;5;"SEGOVIA";1005;405190;4533294;"SEGOVIA";276;18;NA;19;1;NA;188;74;131
"2465";2007;6;"SEGOVIA";1005;405190;4533294;"SEGOVIA";305;30;NA;52;22;NA;236;105;171
"2465";2007;7;"SEGOVIA";1005;405190;4533294;"SEGOVIA";358;31;NA;75;10;NA;288;136;212
"2465";2007;8;"SEGOVIA";1005;405190;4533294;"SEGOVIA";377;4;NA;56;31;NA;278;125;202
"2465";2007;9;"SEGOVIA";1005;405190;4533294;"SEGOVIA";300;6;NA;36;28;NA;252;114;183
"2465";2007;10;"SEGOVIA";1005;405190;4533294;"SEGOVIA";224;6;NA;6;26;31;181;67;124
"2465";2007;11;"SEGOVIA";1005;405190;4533294;"SEGOVIA";192;8;NA;-40;16;NA;124;9;67
"2465";2007;12;"SEGOVIA";1005;405190;4533294;"SEGOVIA";140;4;NA;-58;31;NA;92;3;48
"2465";2008;1;"SEGOVIA";1005;405190;4533294;"SEGOVIA";162;20;NA;-58;1;NA;108;19;64
"2465";2008;2;"SEGOVIA";1005;405190;4533294;"SEGOVIA";174;8;NA;-6;12;NA;130;40;85
"2465";2008;3;"SEGOVIA";1005;405190;4533294;"SEGOVIA";209;13;NA;-50;7;NA;127;15;71
"2465";2008;4;"SEGOVIA";1005;405190;4533294;"SEGOVIA";256;27;NA;6;12;NA;164;52;108
"2465";2008;5;"SEGOVIA";1005;405190;4533294;"SEGOVIA";265;3;NA;32;1;NA;178;80;130
"2465";2008;6;"SEGOVIA";1005;405190;4533294;"SEGOVIA";322;29;NA;52;8;NA;240;113;177
"2465";2008;7;"SEGOVIA";1005;405190;4533294;"SEGOVIA";350;19;23;74;13;NA;288;135;212
"2465";2008;8;"SEGOVIA";1005;405190;4533294;"SEGOVIA";364;4;NA;70;15;NA;291;146;219
"2465";2008;9;"SEGOVIA";1005;405190;4533294;"SEGOVIA";300;1;NA;50;25;26;237;104;171
"2465";2008;10;"SEGOVIA";1005;405190;4533294;"SEGOVIA";230;1;NA;-6;29;NA;172;67;120
"2465";2008;11;"SEGOVIA";1005;405190;4533294;"SEGOVIA";180;10;NA;-55;27;NA;85;14;50
"2465";2008;12;"SEGOVIA";1005;405190;4533294;"SEGOVIA";170;22;NA;-41;26;NA;77;6;42
"2465";2009;1;"SEGOVIA";1005;405190;4533294;"SEGOVIA";134;30;NA;-76;11;NA;66;-1;32
"2465";2009;2;"SEGOVIA";1005;405190;4533294;"SEGOVIA";179;27;NA;-33;7;NA;109;6;58
"2465";2009;3;"SEGOVIA";1005;405190;4533294;"SEGOVIA";214;16;27;-54;31;NA;157;29;93
"2465";2009;4;"SEGOVIA";1005;405190;4533294;"SEGOVIA";231;24;NA;-34;1;NA;145;32;89
"2465";2009;5;"SEGOVIA";1005;405190;4533294;"SEGOVIA";293;20;NA;24;2;NA;226;88;157
"2465";2009;6;"SEGOVIA";1005;405190;4533294;"SEGOVIA";342;13;NA;70;9;NA;272;128;200
"2465";2009;7;"SEGOVIA";1005;405190;4533294;"SEGOVIA";365;26;NA;66;18;NA;303;145;224
"2465";2009;8;"SEGOVIA";1005;405190;4533294;"SEGOVIA";351;19;NA;102;2;NA;314;161;238
"2465";2009;9;"SEGOVIA";1005;405190;4533294;"SEGOVIA";317;8;NA;39;15;NA;249;120;185
"2465";2009;10;"SEGOVIA";1005;405190;4533294;"SEGOVIA";278;4;NA;-20;16;NA;214;90;152
"2465";2009;11;"SEGOVIA";1005;405190;4533294;"SEGOVIA";218;1;NA;0;30;NA;140;53;97
"2465";2009;12;"SEGOVIA";1005;405190;4533294;"SEGOVIA";154;28;NA;-89;20;NA;91;11;51
"2465";2010;1;"SEGOVIA";1005;405190;4533294;"SEGOVIA";142;16;NA;-88;10;NA;72;8;40
"2465";2010;2;"SEGOVIA";1005;405190;4533294;"SEGOVIA";178;27;NA;-78;14;NA;83;4;43
"2465";2010;3;"SEGOVIA";1005;405190;4533294;"SEGOVIA";198;28;NA;-56;8;NA;112;23;68
"2465";2010;4;"SEGOVIA";1005;405190;4533294;"SEGOVIA";260;28;NA;-6;8;NA;176;67;122
"2465";2010;5;"SEGOVIA";1005;405190;4533294;"SEGOVIA";280;31;NA;-14;6;NA;180;69;125
"2465";2010;6;"SEGOVIA";1005;405190;4533294;"SEGOVIA";317;24;NA;32;21;NA;243;116;180
"2465";2010;7;"SEGOVIA";1005;405190;4533294;"SEGOVIA";359;31;NA;100;23;NA;317;158;238
"2465";2010;8;"SEGOVIA";1005;405190;4533294;"SEGOVIA";370;26;NA;66;14;NA;306;150;228
"2465";2010;9;"SEGOVIA";1005;405190;4533294;"SEGOVIA";324;15;NA;44;26;NA;249;122;185
"2465";2010;10;"SEGOVIA";1005;405190;4533294;"SEGOVIA";252;2;NA;-18;18;26;179;61;120
"2465";2010;11;"SEGOVIA";1005;405190;4533294;"SEGOVIA";206;5;NA;-37;29;NA;102;25;64
"2465";2010;12;"SEGOVIA";1005;405190;4533294;"SEGOVIA";198;11;NA;-86;26;NA;93;10;52
"2465";2011;1;"SEGOVIA";1005;405190;4533294;"SEGOVIA";148;6;NA;-96;23;NA;81;5;43
"2465";2011;2;"SEGOVIA";1005;405190;4533294;"SEGOVIA";174;7;NA;-26;3;NA;112;13;63
"2465";2011;3;"SEGOVIA";1005;405190;4533294;"SEGOVIA";195;31;NA;-46;4;NA;118;30;74
"2465";2011;4;"SEGOVIA";1005;405190;4533294;"SEGOVIA";277;8;NA;32;16;NA;196;79;138
"2465";2011;5;"SEGOVIA";1005;405190;4533294;"SEGOVIA";297;25;NA;26;15;NA;233;104;169
"2465";2011;6;"SEGOVIA";1005;405190;4533294;"SEGOVIA";363;26;NA;28;2;NA;270;118;194
"2465";2011;7;"SEGOVIA";1005;405190;4533294;"SEGOVIA";328;1;NA;84;14;NA;282;127;205
"2465";2011;8;"SEGOVIA";1005;405190;4533294;"SEGOVIA";364;20;NA;76;27;NA;298;153;226
"2465";2011;9;"SEGOVIA";1005;405190;4533294;"SEGOVIA";326;9;NA;46;19;NA;274;132;203
"2465";2011;10;"SEGOVIA";1005;405190;4533294;"SEGOVIA";285;12;NA;6;21;NA;214;86;150
"2465";2011;11;"SEGOVIA";1005;405190;4533294;"SEGOVIA";198;12;NA;5;30;NA;129;57;93
"2465";2011;12;"SEGOVIA";1005;405190;4533294;"SEGOVIA";165;7;NA;-30;30;NA;94;9;52
"2465";2012;1;"SEGOVIA";1005;405190;4533294;"SEGOVIA";135;5;NA;-62;17;NA;78;-6;36
"2465";2012;2;"SEGOVIA";1005;405190;4533294;"SEGOVIA";185;28;NA;-84;4;NA;69;-28;20
"2465";2012;3;"SEGOVIA";1005;405190;4533294;"SEGOVIA";223;14;15;-42;7;NA;148;24;86
"2465";2012;4;"SEGOVIA";1005;405190;4533294;"SEGOVIA";199;1;NA;-19;17;NA;113;31;72
"2465";2012;5;"SEGOVIA";1005;405190;4533294;"SEGOVIA";315;31;NA;21;1;NA;222;94;158
"2465";2012;6;"SEGOVIA";1005;405190;4533294;"SEGOVIA";373;26;NA;65;13;NA;274;131;203
"2465";2012;7;"SEGOVIA";1005;405190;4533294;"SEGOVIA";346;31;NA;77;1;NA;292;139;216
"2465";2012;8;"SEGOVIA";1005;405190;4533294;"SEGOVIA";381;10;NA;56;31;NA;301;154;228
"2465";2012;9;"SEGOVIA";1005;405190;4533294;"SEGOVIA";316;15;NA;48;2;NA;246;115;181
"2465";2012;10;"SEGOVIA";1005;405190;4533294;"SEGOVIA";264;7;NA;-18;28;NA;180;77;129
"2465";2012;11;"SEGOVIA";1005;405190;4533294;"SEGOVIA";182;3;NA;-21;30;NA;116;39;77
"2465";2012;12;"SEGOVIA";1005;405190;4533294;"SEGOVIA";171;22;24;-51;11;12;94;16;55
"3191E";1980;1;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";180;27;NA;-60;13;NA;72;12;42
"3191E";1980;6;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";310;4;NA;70;27;NA;245;132;188
"3191E";1980;7;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";370;4;NA;60;NA;NA;281;138;210
"3191E";1980;8;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";350;22;NA;100;19;NA;299;172;236
"3191E";1982;5;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";282;22;NA;15;7;NA;203;97;150
"3191E";1982;6;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";327;30;NA;94;4;NA;245;141;193
"3191E";1982;8;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";343;18;NA;103;2;NA;287;166;226
"3191E";1982;9;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";285;9;NA;56;26;NA;231;126;178
"3191E";1982;10;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";285;9;NA;56;26;NA;232;126;179
"3191E";1982;11;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";193;1;NA;-10;30;NA;112;51;82
"3191E";1982;12;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";134;12;NA;-20;22;NA;86;22;54
"3191E";1983;1;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";165;30;NA;-17;20;NA;118;32;75
"3191E";1983;2;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";152;1;NA;-81;13;NA;78;6;42
"3191E";1983;3;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";212;22;NA;-4;25;NA;157;58;108
"3191E";1983;5;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";223;29;NA;26;22;NA;164;65;114
"3191E";1983;6;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";339;11;NA;85;NA;NA;269;140;204
"3191E";1983;7;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";345;14;NA;135;9;NA;294;181;238
"3191E";1983;8;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";315;6;NA;120;24;NA;267;147;207
"3191E";1983;9;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";334;25;NA;90;12;NA;283;159;221
"3191E";1983;10;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";265;1;NA;5;30;NA;208;105;156
"3191E";1983;11;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";172;27;NA;50;1;NA;129;76;102
"3191E";1983;12;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";191;1;NA;-15;14;NA;104;31;68
"3191E";1984;1;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";140;22;NA;-22;10;NA;77;12;44
"3191E";1984;2;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";178;7;NA;-35;25;NA;97;16;56
"3191E";1984;3;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";175;8;NA;-55;11;NA;95;5;50
"3191E";1984;4;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";220;NA;NA;22;17;NA;178;80;129
"3191E";1984;5;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";198;31;NA;10;19;NA;129;47;88
"3191E";1984;6;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";299;27;NA;36;2;NA;231;122;176
"3191E";1984;7;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";350;22;NA;111;1;NA;311;174;242
"3191E";1984;8;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";328;2;NA;84;9;NA;273;147;210
"3191E";1984;9;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";303;1;NA;60;25;NA;242;129;186
"3191E";1984;10;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";235;11;NA;42;7;NA;179;93;136
"3191E";1984;11;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";160;11;NA;29;27;NA;108;50;79
"3191E";1984;12;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";145;21;NA;-20;25;NA;86;29;58
"3191E";1985;1;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";130;31;NA;-80;14;NA;56;-10;23
"3191E";1985;2;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";172;2;NA;-18;25;NA;110;37;74
"3191E";1985;3;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";192;31;NA;-15;13;NA;117;18;68
"3191E";1985;4;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";235;18;NA;25;10;99;159;58;109
"3191E";1985;5;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";230;1;NA;0;7;NA;170;73;122
"3191E";1985;6;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";320;30;NA;80;9;NA;251;134;193
"3191E";1985;7;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";360;21;23;115;3;NA;309;185;247
"3191E";1985;8;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";355;4;5;85;26;NA;308;190;249
"3191E";1985;9;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";330;6;NA;115;16;NA;286;179;233
"3191E";1985;10;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";270;13;NA;65;29;NA;211;125;168
"3191E";1985;11;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";220;7;NA;-35;20;NA;100;29;65
"3191E";1985;12;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";162;13;NA;-40;11;99;92;16;54
"3191E";1986;1;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";112;26;NA;-30;29;30;74;2;38
"3191E";1986;2;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";110;23;28;-50;5;NA;63;-2;30
"3191E";1986;3;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";200;23;NA;-30;26;NA;127;27;77
"3191E";1986;4;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";200;30;NA;-40;8;13;103;21;62
"3191E";1986;5;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";285;18;NA;20;3;NA;223;105;164
"3191E";1986;6;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";350;27;NA;50;7;NA;270;129;199
"3191E";1986;7;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";360;8;NA;110;16;27;311;180;245
"3191E";1986;8;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";330;16;NA;70;29;NA;284;162;223
"3191E";1986;9;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";310;4;NA;75;27;NA;228;135;182
"3191E";1986;10;"COLMENAR VIEJO/FAMET";1004;435367;4505305;"MADRID";220;4;NA;30;24;NA;179;103;141
