"INDICATIVO";"A.O";"MES";"NOMBRE";"ALTITUD";"C_X";"C_Y";"NOM_PROV";"T_MAX";"D1MAX";"D2MAX";"T_MIN";"D1MIN";"D2MIN";"TM_MAX";"TM_MIN";"TM_MES"
"2462";1985;2;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";126;2;NA;-58;24;NA;35;-7;14
"2462";1985;3;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";90;31;NA;-98;13;NA;19;-43;-12
"2462";1985;4;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";164;19;NA;-46;14;NA;78;9;44
"2462";1985;5;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";164;1;NA;-68;6;NA;83;13;48
"2462";1985;6;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";234;25;NA;30;8;NA;164;84;124
"2462";1985;7;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";284;23;NA;56;30;NA;228;126;177
"2462";1985;8;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";298;4;NA;20;6;NA;224;112;168
"2462";1985;9;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";268;7;NA;82;17;NA;212;116;164
"2462";1985;10;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";214;13;NA;8;27;28;138;63;100
"2462";1985;11;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";136;9;NA;-100;20;NA;42;-11;15
"2462";1985;12;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";150;17;NA;-98;31;NA;47;-6;20
"2462";1986;1;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";80;18;NA;-96;30;NA;3;-46;-22
"2462";1986;2;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";70;28;NA;-100;9;NA;-4;-48;-26
"2462";1986;3;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";94;23;NA;-90;26;NA;35;-26;5
"2462";1986;4;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";94;1;NA;-104;13;NA;15;-39;-12
"2462";1986;5;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";224;25;NA;-50;3;NA;143;51;97
"2462";1986;6;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";240;28;NA;20;6;NA;182;83;133
"2462";1986;7;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";280;8;NA;56;25;NA;234;123;179
"2462";1986;8;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";258;21;NA;36;4;NA;210;100;155
"2462";1986;9;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";264;4;NA;22;26;NA;164;87;126
"2462";1986;10;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";174;4;NA;4;26;NA;112;46;79
"2462";1986;11;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";134;7;NA;-26;30;NA;68;4;36
"2462";1986;12;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";84;18;NA;-90;23;NA;27;-26;1
"2462";1987;1;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";92;25;NA;-156;14;NA;8;-38;-15
"2462";1987;2;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";106;8;NA;-120;20;NA;13;-34;-11
"2462";1987;3;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";126;1;NA;-80;29;NA;62;-6;28
"2462";1987;4;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";216;27;NA;-70;4;NA;80;15;47
"2462";1987;5;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";188;30;NA;-74;5;NA;121;32;76
"2462";1987;6;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";270;28;NA;-22;15;NA;168;74;121
"2462";1987;7;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";238;10;11;28;18;NA;196;96;146
"2462";1987;8;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";318;12;NA;32;24;NA;229;125;177
"2462";1987;9;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";278;8;NA;60;26;NA;201;116;158
"2462";1987;10;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";146;26;NA;-30;10;11;77;24;50
"2462";1987;11;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";160;19;NA;-84;25;NA;45;-2;21
"2462";1987;12;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";126;29;NA;-48;2;31;60;2;31
"2462";1988;1;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";104;9;NA;-62;7;14;19;-22;-2
"2462";1988;2;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";88;19;NA;-114;26;27;16;-38;-11
"2462";1988;3;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";148;20;25;-108;1;NA;59;-18;20
"2462";1988;4;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";124;15;99;-58;4;NA;52;-1;26
"2462";1988;5;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";164;21;NA;-10;2;3;91;30;60
"2462";1988;6;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";204;2;NA;8;9;NA;127;53;90
"2462";1988;7;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";277;28;NA;18;5;NA;212;109;160
"2462";1988;8;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";276;1;NA;61;29;NA;238;128;183
"2462";1988;9;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";308;6;NA;-4;15;NA;202;94;148
"2462";1988;10;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";207;8;NA;-14;20;NA;130;52;91
"2462";1988;11;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";142;3;NA;-79;22;NA;74;19;46
"2462";1988;12;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";116;31;NA;-70;8;NA;56;-9;24
"2462";1989;1;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";106;1;NA;-56;25;31;38;-23;8
"2462";1989;2;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";118;19;NA;-74;27;NA;34;-26;4
"2462";1989;3;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";156;12;NA;-84;18;NA;77;2;40
"2462";1989;4;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";94;1;NA;-88;5;NA;27;-32;-3
"2462";1989;5;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";198;7;NA;-6;1;NA;140;53;97
"2462";1989;6;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";250;30;NA;12;3;NA;177;82;130
"2462";1989;7;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";294;19;NA;90;7;NA;235;136;186
"2462";1989;8;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";272;1;NA;73;31;NA;226;126;176
"2462";1989;9;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";208;15;NA;34;29;NA;157;76;117
"2462";1989;10;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";187;6;25;-9;9;NA;130;52;91
"2462";1989;11;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";144;1;NA;-42;3;NA;43;5;24
"2462";1989;12;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";72;13;NA;-36;26;NA;24;-3;11
"2462";1990;1;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";62;22;NA;-81;29;NA;16;-36;-10
"2462";1990;2;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";134;24;NA;-64;1;NA;68;6;37
"2462";1990;3;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";178;20;NA;-90;3;NA;75;-11;32
"2462";1990;4;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";123;27;NA;-74;9;21;35;-25;5
"2462";1990;5;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";193;31;NA;12;1;NA;136;43;89
"2462";1990;6;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";266;24;NA;14;6;NA;191;85;138
"2462";1990;7;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";294;19;NA;64;3;NA;237;124;181
"2462";1990;8;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";271;1;NA;52;31;NA;229;129;179
"2462";1990;9;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";254;6;NA;56;24;NA;187;102;145
"2462";1990;10;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";169;6;NA;-11;27;NA;92;33;63
"2462";1990;11;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";142;7;99;-65;22;NA;56;-4;26
"2462";1990;12;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";105;29;NA;-94;9;NA;27;-31;-3
"2462";1991;1;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";72;3;NA;-102;15;NA;11;-43;-16
"2462";1991;2;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";95;24;NA;-98;14;NA;4;-50;-23
"2462";1991;3;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";141;20;NA;-72;24;NA;36;-16;10
"2462";1991;4;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";123;30;NA;-75;20;NA;54;-17;18
"2462";1991;5;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";197;25;NA;-80;6;NA;99;13;56
"2462";1991;6;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";269;25;NA;10;17;NA;191;87;139
"2462";1991;7;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";282;16;NA;30;6;NA;227;119;173
"2462";1991;8;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";302;5;NA;38;9;NA;244;138;191
"2462";1991;9;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";252;18;NA;-6;29;NA;176;93;134
"2462";1991;10;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";180;3;NA;-57;20;NA;77;12;45
"2462";1991;11;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";132;8;NA;-82;23;NA;53;-7;23
"2462";1991;12;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";115;28;NA;-37;21;NA;51;1;26
"2462";1992;1;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";93;17;NA;-135;23;NA;14;-43;-14
"2462";1992;2;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";130;6;NA;-74;21;NA;59;-9;25
"2462";1992;3;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";144;21;NA;-71;24;25;63;-5;29
"2462";1992;4;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";179;26;NA;-76;6;NA;82;6;44
"2462";1992;5;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";224;16;NA;-46;3;NA;141;54;98
"2462";1992;6;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";204;28;NA;-14;10;NA;117;41;79
"2462";1992;7;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";276;28;NA;32;6;NA;222;114;168
"2462";1992;8;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";278;24;NA;16;31;NA;218;110;164
"2462";1992;9;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";244;16;NA;-2;27;NA;172;79;126
"2462";1992;10;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";162;1;NA;-54;31;NA;63;8;35
"2462";1992;11;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";154;22;NA;-56;1;NA;89;28;58
"2462";1992;12;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";68;2;NA;-92;31;NA;23;-28;-3
"2462";1993;1;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";116;15;NA;-90;3;NA;65;-5;30
"2462";1993;2;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";94;18;NA;-130;28;NA;19;-42;-12
"2462";1993;3;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";126;18;30;-144;1;NA;49;-18;16
"2462";1993;4;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";162;8;NA;-70;2;NA;60;-17;22
"2462";1993;5;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";152;31;NA;-40;20;NA;91;20;55
"2462";1993;6;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";230;17;18;4;11;NA;161;71;116
"2462";1993;7;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";296;28;NA;14;11;NA;211;107;159
"2462";1993;8;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";312;20;NA;26;28;NA;218;111;165
"2462";1993;9;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";242;2;NA;-14;13;NA;131;47;89
"2462";1993;10;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";118;9;NA;-50;22;NA;45;-2;22
"2462";1993;11;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";110;16;NA;-60;20;NA;52;-6;23
"2462";1993;12;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";120;3;NA;-80;22;NA;44;-15;14
"2462";1994;1;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";104;29;NA;-134;18;NA;22;-41;-10
"2462";1994;2;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";76;1;NA;-102;6;NA;21;-41;-10
"2462";1994;3;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";156;24;25;-42;22;NA;101;16;58
"2462";1994;4;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";188;30;NA;-92;16;NA;58;-27;16
"2462";1994;5;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";196;3;NA;-24;12;NA;114;33;74
"2462";1994;6;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";274;30;NA;-20;12;NA;187;77;132
"2462";1994;7;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";280;28;NA;68;31;NA;246;138;192
"2462";1994;8;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";280;19;NA;64;25;NA;232;127;179
"2462";1994;9;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";226;6;7;-2;14;15;134;45;89
"2462";1994;10;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";160;13;NA;-6;28;NA;103;42;72
"2462";1994;11;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";160;15;NA;-28;5;NA;91;31;61
"2462";1994;12;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";126;13;14;-98;23;25;42;-14;14
"2462";1995;1;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";106;31;NA;-102;13;NA;19;-43;-12
"2462";1995;2;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";146;5;NA;-112;28;NA;60;-18;21
"2462";1995;3;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";132;24;NA;-74;7;NA;72;-15;28
"2462";1995;4;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";188;11;NA;-84;21;NA;106;11;58
"2462";1995;5;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";218;28;NA;-52;13;NA;144;43;93
"2462";1995;6;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";232;18;NA;8;1;NA;187;83;135
"2462";1995;7;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";308;24;NA;38;4;NA;231;120;176
"2462";1995;8;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";274;17;NA;70;6;NA;223;117;170
"2462";1995;9;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";232;1;NA;-22;26;NA;128;48;88
"2462";1995;10;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";196;1;NA;26;30;NA;130;61;96
"2462";1995;11;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";176;8;NA;-62;26;NA;67;16;42
"2462";1995;12;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";90;21;NA;-82;14;NA;21;-20;1
"2462";1996;1;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";86;3;NA;-58;20;NA;11;-27;-8
"2462";1996;2;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";90;18;NA;-126;22;NA;0;-51;-25
"2462";1996;3;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";106;23;29;-86;16;NA;36;-23;6
"2462";1996;4;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";136;15;NA;-74;3;NA;76;6;41
"2462";1996;5;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";224;29;30;-38;19;NA;104;26;65
"2462";1996;6;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";252;13;NA;0;3;NA;192;86;139
"2462";1996;7;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";274;20;21;2;8;NA;217;108;162
"2462";1996;8;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";254;1;NA;38;24;NA;202;94;148
"2462";1996;9;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";222;29;NA;6;22;NA;142;59;100
"2462";1996;10;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";190;22;NA;-26;7;NA;110;40;75
"2462";1996;11;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";184;2;NA;-74;17;NA;57;4;30
"2462";1996;12;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";94;3;NA;-72;6;26;20;-21;-1
"2462";1997;1;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";104;12;NA;-110;5;NA;6;-34;-14
"2462";1997;2;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";130;21;NA;-44;17;NA;72;1;37
"2462";1997;3;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";158;28;NA;-56;25;NA;119;30;74
"2462";1997;4;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";184;16;NA;-2;10;NA;121;35;78
"2462";1997;5;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";190;1;NA;-74;8;NA;110;28;69
"2462";1997;6;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";214;25;NA;-6;28;NA;140;51;96
"2462";1997;7;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";260;27;NA;10;3;NA;194;93;143
"2462";1997;8;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";270;2;NA;18;28;NA;215;111;163
"2462";1997;9;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";254;5;NA;54;2;NA;193;100;147
"2462";1997;10;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";208;4;NA;-16;29;NA;125;59;92
"2462";1997;11;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";118;1;NA;-46;12;23;43;-2;20
"2462";1997;12;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";100;25;NA;-96;4;5;36;-17;10
"2462";1998;1;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";98;9;NA;-86;25;NA;20;-25;-3
"2462";1998;2;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";168;15;NA;-60;22;23;64;9;37
"2462";1998;3;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";150;18;NA;-64;12;NA;91;14;52
"2462";1998;4;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";152;25;NA;-80;11;12;33;-24;4
"2462";1998;5;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";170;18;NA;-46;5;NA;97;28;63
"2462";1998;6;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";264;30;NA;-20;12;NA;187;86;137
"2462";1998;7;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";286;24;NA;34;2;NA;230;121;176
"2462";1998;8;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";300;11;NA;48;3;NA;242;131;186
"2462";1998;9;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";240;9;NA;0;26;NA;161;72;117
"2462";1998;10;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";194;28;NA;-16;19;NA;108;34;71
"2462";1998;11;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";122;9;NA;-74;24;NA;51;-7;22
"2462";1998;12;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";144;15;NA;-82;1;NA;48;-15;17
"2462";1999;1;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";98;4;NA;-108;12;NA;21;-34;-6
"2462";1999;2;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";92;4;NA;-144;14;NA;15;-43;-14
"2462";1999;3;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";130;23;NA;-72;5;6;42;-17;12
"2462";1999;4;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";168;5;6;-72;16;NA;84;-1;42
"2462";1999;5;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";208;12;NA;-20;19;NA;128;47;88
"2462";1999;6;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";266;30;NA;-4;6;NA;189;83;136
"2462";1999;7;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";288;2;NA;56;6;NA;238;131;185
"2462";1999;8;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";286;15;NA;62;8;NA;225;121;173
"2462";1999;9;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";240;11;NA;14;20;NA;160;74;117
"2462";1999;10;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";180;1;NA;-8;25;NA;102;43;72
"2462";1999;11;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";154;1;4;-86;21;22;35;-24;5
"2462";1999;12;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";116;2;NA;-94;16;NA;39;-24;8
"2462";2000;1;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";124;30;NA;-90;24;NA;32;-35;-1
"2462";2000;2;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";142;4;NA;-36;17;NA;79;5;42
"2462";2000;3;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";154;9;NA;-84;29;NA;73;0;37
"2462";2000;4;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";76;7;20;-66;6;NA;28;-18;5
"2462";2000;5;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";222;31;NA;-4;1;NA;131;52;92
"2462";2000;6;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";254;25;NA;-12;10;NA;196;93;144
"2462";2000;7;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";286;31;NA;26;11;NA;210;98;154
"2462";2000;8;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";288;16;NA;40;4;NA;220;107;163
"2462";2000;9;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";280;8;NA;-10;20;NA;187;90;138
"2462";2000;10;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";194;4;NA;-32;31;NA;101;33;67
"2462";2000;11;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";110;27;NA;-48;24;NA;30;-17;7
"2462";2000;12;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";116;12;NA;-58;16;28;29;-14;8
"2462";2001;1;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";56;5;NA;-70;30;NA;10;-26;-8
"2462";2001;2;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";118;12;NA;-90;28;NA;29;-24;2
"2462";2001;3;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";132;23;NA;-76;1;NA;57;5;31
"2462";2001;4;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";142;17;NA;-70;30;NA;83;-5;39
"2462";2001;5;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";254;31;NA;-50;1;NA;120;43;82
"2462";2001;6;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";280;30;NA;12;17;NA;211;98;155
"2462";2001;7;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";290;31;NA;5;19;NA;211;98;155
"2462";2001;8;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";290;23;NA;82;17;NA;228;119;173
"2462";2001;9;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";222;4;13;24;25;NA;170;86;128
"2462";2001;10;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";204;30;NA;-2;9;NA;120;52;86
"2462";2001;11;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";142;1;NA;-104;10;NA;37;-28;5
"2462";2001;12;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";134;6;NA;-175;15;NA;42;-27;8
"2462";2002;1;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";160;28;NA;-62;7;NA;41;-17;12
"2462";2002;2;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";136;26;NA;-78;15;NA;61;-17;22
"2462";2002;3;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";186;23;NA;-64;2;3;61;-1;30
"2462";2002;4;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";184;25;NA;-64;11;NA;86;8;47
"2462";2002;5;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";224;31;NA;-48;3;NA;105;18;62
"2462";2002;6;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";272;22;NA;-8;8;NA;201;97;149
"2462";2002;7;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";296;27;NA;26;14;NA;218;103;161
"2462";2002;8;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";256;13;NA;36;11;NA;200;100;150
"2462";2002;9;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";204;14;NA;-15;24;NA;153;71;112
"2462";2002;10;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";160;4;26;-24;10;NA;103;41;72
"2462";2002;11;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";136;2;NA;-46;20;NA;42;-7;18
"2462";2002;12;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";114;22;NA;-62;5;NA;29;-12;8
"2462";2003;1;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";84;2;NA;-125;11;NA;3;-50;-24
"2462";2003;2;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";55;11;NA;-110;1;NA;1;-45;-22
"2462";2003;3;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";146;12;NA;-54;17;NA;73;3;38
"2462";2003;4;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";122;1;8;-64;4;NA;81;1;41
"2462";2003;5;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";218;29;31;-43;7;NA;143;41;92
"2462";2003;6;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";275;22;NA;70;5;30;218;116;167
"2462";2003;7;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";298;11;NA;42;1;16;239;118;179
"2462";2003;8;"NAVACERRADA,PUERTO";1894;414745;4516276;"MADRID";313;5;NA;65;29;NA;255;135;195
